Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,BENE TEIXEIRA DA FONSECA DO AMARAL GURGEL PROFA,35924124,SP,Itu,Urbana,A escola não está em área de localização diferenciada,Pública,"FELICIDADE, SN AVENIDA. CIDADE NOVA I. 13308-050 Itu - SP.",(11) 40191698,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",-23.3928427,-47.3334659
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EUZEBIO ANTONIO RODRIGUES PROFESSOR,35924131,SP,Hortolândia,Urbana,A escola não está em área de localização diferenciada,Pública,"BRASIL, SN AVENIDA. JARDIM AMANDA II. 13188-252 Hortolândia - SP.",(19) 38971243,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",Atendimento Educacional Especializado,-22.9060012,-47.2468011
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EVILAZIO DE GOES VIEIRA,35924143,SP,Votorantim,Urbana,A escola não está em área de localização diferenciada,Pública,"CRISTIANO VIEIRA PEDRICO, 568 AVENIDA. VILA GUILHERME. 18115-390 Votorantim - SP.",(15) 32421188,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.5574535,-47.4544372
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PARQUE CENTO E VINTE II,35924167,SP,Francisco Morato,Urbana,A escola não está em área de localização diferenciada,Pública,"LAZARO CLAUDIO DE OLIVEIRA, SN RUA. JARDIM ARPOADOR. 07945-090 Francisco Morato - SP.",(11) 44880585,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.2614861,-46.7361136
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PARQUE ECOLOGICO,35924258,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"JAPICHAUA, 300 RUA. JARDIM MATARAZZO. 03813-310 São Paulo - SP.",(11) 25412715,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.4820778,-46.471046
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,SOLON BORGES DOS REIS,35924271,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"JOSE JOAQUIM SEABRA, 1187 A AVENIDA. JARDIM IVANA. 05364-000 São Paulo - SP.",(11) 37635076,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",,-23.5689,-46.7545
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,OLIVIA ANGELA FURLANI PROFESSORA,35924283,SP,Birigui,Urbana,A escola não está em área de localização diferenciada,Pública,"ANTONIO AGATIELO, 2020 RUA. RESIDENCIAL MONTE LIBANO. 16202-213 Birigui - SP.",(18) 36419661,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-21.2896332,-50.3087491
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,SILVIO JOSE SECCO PROF,35924295,SP,Jacareí,Urbana,A escola não está em área de localização diferenciada,Pública,"JUNQUEIRA FREIRE, 60 RUA. JARDIM SANTA MARINA. 12312-540 Jacareí - SP.",(12) 39521792,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.2961908,-45.9279071
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,LAERCIO SURIM,35924313,SP,Vargem Grande Paulista,Urbana,A escola não está em área de localização diferenciada,Pública,"ESTRADA VICINAL MUNICIPAL IVO MARIO ISAAC PIRES, 5011 PARQUE DO AGRESTE. 06742-104 Vargem Grande Paulista - SP.",(11) 26588317,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.6496864,-46.9955912
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,DIRCE LEOPOLDINA CINTRA VILLAS BOAS PROFESSORA,35924325,SP,Pindamonhangaba,Urbana,A escola não está em área de localização diferenciada,Pública,"ALAMEDA DAS GREVILEAS, 275 ALAMEDA. CONJUNTO HABITACIONAL TERRA DOS IPES II FASE II. 12444-010 Pindamonhangaba - SP.",(12) 36372090,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,-22.8947231,-45.3817092
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,SANDRA APARECIDA DE ARAUJO PROFESSORA,35924337,SP,Itaí,Urbana,A escola não está em área de localização diferenciada,Pública,"JOAQUIM TAVARES DOS SANTOS, 113 PREDIO ESCOLAR. JARDIM BRASIL. 18734-302 Itaí - SP.",(14) 37613300,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.4125081,-49.1021402
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PREFEITO MARIO CORADIN,35924362,SP,Barra do Turvo,Rural,A escola não está em área de localização diferenciada,Pública,"REGIS BITTENCOURT, KM555 AVENIDA. RIO VERMELHO. 11955-000 Barra do Turvo - SP.",(15) 996899763,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-24.9816407,-48.5051412
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ANNETTE MARLENE FERNANDES DE MELLO IRMA,35924374,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ARLINDO BETTIO, 45B RUA. VILA GUARACIABA. 03828-000 São Paulo - SP.",(11) 29439510,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.4839866,-46.4972153
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JARDIM CANAA,35924398,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"CORONEL JOSE GLADIADOR, 79 ESTRADA. JARDIM CANAA. 05267-000 São Paulo - SP.",(11) 39112625,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.4361006,-46.7920907
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,RECANTO MONICA II,35924416,SP,Itaquaquecetuba,Urbana,A escola não está em área de localização diferenciada,Pública,"MERENDA, 2000 ESTRADA. MERENDA. 08592-390 Itaquaquecetuba - SP.",(11) 46452721,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.459319,-46.2861463
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MAURICIO DE CASTRO,35924428,SP,São Bernardo do Campo,Urbana,A escola não está em área de localização diferenciada,Pública,"DO OLEODUTO, SN RUA. MONTANHAO. 09784-050 São Bernardo do Campo - SP.",(11) 43359235,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",Atendimento Educacional Especializado,-23.71784297,-46.52695228
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,RODOLFO JOSE DA COSTA E SILVA,35924436,SP,Embu das Artes,Urbana,A escola não está em área de localização diferenciada,Pública,"DOUTOR JORGE BALDUZZI, 182 RUA. JARDIM MIMAS. 06807-480 Embu das Artes - SP.",(11) 47043034,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.6196114,-46.814097
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PAULO JOSE VERRESCHI RIBEIRO,35924441,SP,Cunha,Rural,A escola não está em área de localização diferenciada,Pública,"PAULO VIRGINIO, KM 32 RUA. PARAITINGA. 12530-000 Cunha - SP.",(12) 31196300,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-22.9962006,-45.0424485
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,IDOROTI DE SOUZA ALVAREZ,35924465,SP,Várzea Paulista,Urbana,A escola não está em área de localização diferenciada,Pública,"IGUATEMI, 350 RUA. JARDIM AMERICA. 13222-261 Várzea Paulista - SP.",(11) 45952217,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.1963796,-46.8198113
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MARIA ANTONIA CHULES PRINCESA,35924489,SP,Eldorado,Rural,Área remanescente de quilombos,Pública,"BENEDITO PASCOAL DE FRANCA, S/N KM 111. ANDRE LOPES. 11960-000 Eldorado - SP.",(13) 38716020,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atividade Complementar,-24.601326,-48.4064726
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JOAQUIN SUAREZ,35924490,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"DOMINGOS ALALEONE, 47 RUA. FAZENDA DA JUTA. 03977-397 São Paulo - SP.",(11) 20157984,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",,-23.6174844,-46.4851243
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,BAIRRO VARGEM GRANDE,35924519,SP,Natividade da Serra,Rural,A escola não está em área de localização diferenciada,Pública,"SEIS, SN AVENIDA. VARGEM GRANDE. 12180-000 Natividade da Serra - SP.",(12) 36773007,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.4278751,-45.2543303
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JARDIM SILVIA II,35924532,SP,Francisco Morato,Urbana,A escola não está em área de localização diferenciada,Pública,"VEREADOR ASSIS GOMES DA SILVA, 83 RUA. JARDIM SILVIA. 07951-240 Francisco Morato - SP.",(11) 44894040,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.2688339,-46.7308044
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,RITA DE CASSIA DA SILVA PROFESSORA,35924544,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Pública,"PLACIDA PRETINI, 101 RUA. PARQUE SAO JORGE. 13064-812 Campinas - SP.",(19) 32824444,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",-22.8962559,-47.157334
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,RACHEL DE QUEIROZ ESCRITORA,35924573,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Pública,"DOUTORA JOANA ZANAGA ABOIM GOMES, SN RUA. JARDIM YEDA. 13060-628 Campinas - SP.",(19) 32234577,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",-22.9452705,-47.1187981
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JOSE SIMPLICIO PROF,35924581,SP,Jacareí,Urbana,A escola não está em área de localização diferenciada,Pública,"MUNICIPAL FRANCISCO EUGENIO BICUDO, 61 ESTRADA. JARDIM COLINAS. 12319-010 Jacareí - SP.",(12) 39536112,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.3201677,-45.9664739
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESTEPHANO ORLANDO PAULOVSKI PROFESSOR,35924593,SP,Pariquera-Açu,Urbana,A escola não está em área de localização diferenciada,Pública,"PEDRO BONNE, 40 AVENIDA. CENTRO. 11930-000 Pariquera-Açu - SP.",(13) 38564522,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",-24.7178495,-47.8829043
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ARY BOCUHY PROF,35924611,SP,Araçatuba,Urbana,A escola não está em área de localização diferenciada,Pública,"ABEL SARTORI, 279 RUA. CONJUNTO HABITACIONAL IVO TOZZI. 16012-580 Araçatuba - SP.",(18) 36084708,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-21.2148012,-50.399421
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,BAIRRO DO EMBAUZINHO,35924635,SP,Cachoeira Paulista,Rural,A escola não está em área de localização diferenciada,Pública,"CORONEL JOSE JOAQUIM FERREIRA, SN RUA. EMBAUZINHO. 12630-000 Cachoeira Paulista - SP.",(12) 31033111,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-22.6164292,-45.0012216
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,REPUBLICA DA NICARAGUA,35924647,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"AUGUSTIN LUBERTI, 01 RUA. FAZENDA DA JUTA. 03977-409 São Paulo - SP.",(11) 20191099,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",,-23.612901,-46.4874918
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EUGENIA FERRAREZI NUNES,35924659,SP,Cabreúva,Urbana,A escola não está em área de localização diferenciada,Pública,"ESMERALDA, 60 JARDIM COLINA DA SERRA. 13318-232 Cabreúva - SP.",(11) 45295760,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,-23.2565435,-47.0541706
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PEDRO CELESTINO TONOLLI PROFESSOR,35924660,SP,Leme,Urbana,A escola não está em área de localização diferenciada,Pública,"ARAPONGAS, SN RUA. JARDIM SAO JOAQUIM. 13615-600 Leme - SP.",(19) 35717265,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",Atendimento Educacional Especializado,-22.1679898,-47.3768282
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MARINALVA GIMENES COLOSSAL DA CUNHA,35924672,SP,Sumaré,Urbana,A escola não está em área de localização diferenciada,Pública,"ANTONIO MENUZZO, SN RUA. PARQUE JATOBA. 13175-642 Sumaré - SP.",(19) 38734494,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-22.8153703,-47.2367131
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JARDIM ARACATI II,35924684,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"MARCELINO LEITAO DE OLIVEIRA, 170 RUA. JARDIM ARACATI. 04949-110 São Paulo - SP.",(11) 55170835,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,-23.7206325,-46.770512
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ANILZA PIOLI PROFESSORA,35924738,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"VALE DO SOL, 701 RUA. VILA BRASILANDIA. 02820-070 São Paulo - SP.",(11) 39795038,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.44922,-46.7098
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,LUIZA SALETTE JUNCA DE ALMEIDA PROFESSORA,35924751,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"DEPUTADO CANTIDIO SAMPAIO, 1701 AVENIDA. VILA SOUZA. 02860-001 São Paulo - SP.",(11) 39829400,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",,-23.4636567,-46.679555
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,REPUBLICA ARGENTINA,35924763,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"PHILONILIA GONCALVES DOS SANTOS, SN ESTRADA DAS TAIPAS. PARQUE NACOES UNIDAS. 02996-165 São Paulo - SP.",(11) 39437561,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.44401,-46.7327
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,SERGIO MURILLO RADUAN PROFESSOR,35924787,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"JOAO HONORIO CAIXETA, 182 RUA. JARDIM VARGINHA. 04857-190 São Paulo - SP.",(11) 59382452,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",,-23.7815334,-46.67937334
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ADELAIDE MARIA DE BARROS PROFESSORA,35924830,SP,Mogi das Cruzes,Urbana,A escola não está em área de localização diferenciada,Pública,"ENGENHEIRO MIGUEL GEMMA, 3560 CONJUNTO TOYAMA. JARDIM ARMENIA. 08780-680 Mogi das Cruzes - SP.",(11) 47992383,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.5301804,-46.1622283
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JOSE APPARECIDO MUNHOZ PROFESSOR,35924854,SP,Artur Nogueira,Urbana,A escola não está em área de localização diferenciada,Pública,"DEPUTADO FEDERAL ULYSSES GUIMARAES, 400 ANTONIO MODOLO. 13163-242 Artur Nogueira - SP.",(19) 38272524,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",,-22.57548,-47.1611103
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,SEVERINO TAGLIARI,35924866,SP,Artur Nogueira,Urbana,A escola não está em área de localização diferenciada,Pública,"RICARDO TAGLIARI, 380 PARQUE DOS TRABALHADORES. 13167-510 Artur Nogueira - SP.",(19) 38273025,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",,-22.55316,-47.16456
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JARDIM DANIEL DAVID HADDAD,35924878,SP,Salto de Pirapora,Urbana,A escola não está em área de localização diferenciada,Pública,"PEDRO PIRES DE MELO, 850 RUA. CAMPO LARGO. 18160-000 Salto de Pirapora - SP.",(15) 32921322,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",Atendimento Educacional Especializado,-23.6621067,-47.5811498
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,WANDA COSTA DAHER PROFESSORA,35924885,SP,Sorocaba,Urbana,A escola não está em área de localização diferenciada,Pública,"CHICO XAVIER, 240 AVENIDA. HABITETO ANA PAULA ELEUTERIO. 18079-720 Sorocaba - SP.",(15) 32266996,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.4133969,-47.4860948
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ALTAIR DE FATIMA FURIGO POLETTINI PROFA DRA,35924891,SP,Mogi Mirim,Urbana,A escola não está em área de localização diferenciada,Pública,"BRAULIO DE SOUZA LEITE, SN JARDIM MARIA BONATI BORDIGNON. 13803-096 Mogi Mirim - SP.",(19) 38044399,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",Atividade Complementar,-22.4560571,-46.9781695
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MARIA DE LOURDES VILELA PROFA,35924912,SP,Jacareí,Urbana,A escola não está em área de localização diferenciada,Pública,"DR THALITA MONIQUE TOLEDO SOARES DE MORAIS, 161 CDHU. BANDEIRA BRANCA II. 12323-362 Jacareí - SP.",(12) 39613990,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.3359883,-46.0000878
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,GLORIA APARECIDA ROSA VIANA PROFESSORA,35924933,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Pública,"DOUTOR JULIO WILFREDO CASTRO PERES, SN RUA. CIDADE SATELITE IRIS. 13059-642 Campinas - SP.",(19) 32673455,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",-22.9347583,-47.15648909
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,RESIDENCIAL SAO JOSE,35924945,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Pública,"LUCIA CRAVEIRO BRESSAN, SN REISDENCIAL SAO JOSE. 13057-162 Campinas - SP.",(19) 32669775,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-22.96531333,-47.162175
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,LYDIA ROCHA ALVES PROFA,35924969,SP,Franca,Urbana,A escola não está em área de localização diferenciada,Pública,"DENIZAR TREVIZANI, 2020 RUA. JARDIM AEROPORTO III. 14404-225 Franca - SP.",(16) 37015239,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",-20.59428207,-47.3691684
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CRISTIANE CHAVES MOREIRA BRAGA PROFESSORA,35924994,SP,Hortolândia,Urbana,A escola não está em área de localização diferenciada,Pública,"FABIANO PINHEIRO DA SILVA, 40 RUA. JARDIM SANTANA. 13184-559 Hortolândia - SP.",(19) 38972655,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-22.8718323,-47.2069059
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PARQUE DAS NACOES,35925007,SP,Bastos,Urbana,A escola não está em área de localização diferenciada,Pública,"ALAMEDA YOSAKICHI YOSHIDA, 170 AVENIDA. PARQUE DAS NACOES. 17690-000 Bastos - SP.",(14) 34786794,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,-21.9163022,-50.7237998
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JOAQUIM JUSTINO CARREIRA,35925020,SP,Jundiaí,Urbana,A escola não está em área de localização diferenciada,Pública,"JOSE BENEDITO CONSTANTINO ROSA, 150 AVENIDA. PARQUE ALMERINDA PEREIRA CHAVES. 13212-542 Jundiaí - SP.",(11) 45824995,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.14435683,-46.98891894
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PROFESSORA ELISABETE NUCCINI,35925044,SP,Guarulhos,Urbana,A escola não está em área de localização diferenciada,Pública,"FLORESTAN FERNANDES, 1346 AVENIDA. JARDIM PONTE ALTA I. 07179-000 Guarulhos - SP.",(11) 24387564,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",-23.4090959,-46.420038
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MAESTRO JOAO CARLOS MARTINS,35925056,SP,Guarulhos,Urbana,A escola não está em área de localização diferenciada,Pública,"GABRIELA GURGEL FREITAS, 179 RUA. RESIDENCIAL JARDIM BAMBI. 07159-690 Guarulhos - SP.",(11) 24387639,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.3864546,-46.4025908
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,RECREIO SAO JORGE II,35925068,SP,Guarulhos,Urbana,A escola não está em área de localização diferenciada,Pública,"ITORORO, 18 RUA. RECREIO SAO JORGE. 07144-470 Guarulhos - SP.",(11) 24064071,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.4050231,-46.5131005
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JARDIM MARIA DIRCE III,35925111,SP,Guarulhos,Urbana,A escola não está em área de localização diferenciada,Pública,"TREZE DE JULHO, 52 RUA. JARDIM MARIA DIRCE. 07173-000 Guarulhos - SP.",(11) 24331438,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",,-23.43108888,-46.42779691
